6 3450005,5500005,2070015,4370005,3541260,3190005,1300020,4950395 11111000 3,0,3,0,0,0,0
6 3450005,5500005,2070015,4370005,3541260,3190005,1300020,4950395 11111001 0,8,1,2,2,4,35
6 3450005,5500005,2070015,4370005,3541260,3190005,3000365,1220005 11111110 4,3,122,12,1,0,5
6 3450005,5500005,2070015,4370005,3541260,3190005,3000365,1220005 11111111 10,5483,66,34,14,63,36
7 3450005,5500005,2070015,7100005,1540010,4860005,2640835,2880190 11010001 9,2,65,17,3,10,15
7 3450005,5500005,2070015,7100005,1540010,4860005,2640835,6850205 11010010 3,0,31,32,0,2,0
7 3450005,5500005,2070015,7100005,1540010,4860005,2640835,6850205 11010011 6,3,417,17,0,0,6
8 3450005,5500005,2070015,7100005,1540010,4860005,2640835,2880190 11010000 0,0,19,0,0,0,0
9 3450005,5500005,2070015,4370005,5690020,2590025,3720015,5530010 11101011 0,0,2,2,8,0,0
10 3450005,5500005,2070015,4370005,5690020,2590025,3720015,5530010 11101010 0,0,7,2,16,2,0
11 3450005,5500005,2070015,4370005,5690020,2590025,2630045,1520010 11101110 0,45,23,67,3,0,2
11 3450005,5500005,2070015,4370005,5690020,2590025,2630045,1520010 11101111 9,114,26,30,243,39,81
11 3450005,5500005,2070015,4370005,5690020,2590025,2630045,3740185 11101100 2,2,8,1,77,15,18
11 3450005,5500005,2070015,4370005,5690020,2590025,2630045,3740185 11101101 1,2,17,10,5,2,3
11 3450005,5500005,2070015,4370005,5690020,2590025,3720015,2630290 11101000 0,0,0,0,1,6,0
11 3450005,5500005,2070015,4370005,5690020,2590025,3720015,2630290 11101001 0,0,0,0,70,1,0
12 3450005,5500005,2070015,7100005,1540010,5410325,3990030,5200065 11011100 0,0,2,0,31,0,1
12 3450005,5500005,2070015,7100005,1540010,5410325,3990030,5200065 11011101 17,0,6,0,5,28,0
12 3450005,5500005,2070015,7100005,1540010,5410325,6800120,3470065 11011000 0,0,0,4,0,0,0
12 3450005,5500005,2070015,7100005,1540010,5410325,6800120,3470065 11011001 0,0,1,0,0,0,0
12 3450005,5500005,2070015,7100005,1540010,5410325,6800120,3700025 11011010 20,0,0,0,2,0,7
12 3450005,5500005,2070015,7100005,1540010,5410325,6800120,3700025 11011011 0,2,175,22,8,1,0
13 3450005,5500005,2070015,7100005,1540010,4860005,3160010,4890065 11010111 19,11,55,292,4,38,0
13 3450005,5500005,2070015,7100005,1540010,5410325,3990030,4062405 11011110 0,156,14,65,23,9,1
13 3450005,5500005,2070015,7100005,1540010,5410325,3990030,4062405 11011111 8,11,49,39,43,17,3
14 3450005,5500005,2070015,7100005,1540010,4860005,3160010,4350080 11010100 0,0,23,6,0,2,1
14 3450005,5500005,2070015,7100005,1540010,4860005,3160010,4350080 11010101 128,0,4,3,0,7,0
14 3450005,5500005,2070015,7100005,1540010,4860005,3160010,4890065 11010110 0,221,158,53,8,18,1
15 3450005,5500005,2070015,7100005,5170010,5681200,3730035,5200110 11000100 0,0,0,2,0,0,0
15 3450005,5500005,2070015,7100005,5170010,5681200,3730035,5200110 11000101 0,0,0,0,0,0,0
15 3450005,5500005,2070015,7100005,5170010,5681200,3730035,6582475 11000110 0,0,0,2,0,0,0
15 3450005,5500005,2070015,7100005,5170010,5681200,3730035,6582475 11000111 0,0,5,10,7,8,0
15 3450005,5500005,2070015,7100005,5170010,5681200,6262410 1100001 0,0,0,0,0,0,0
15 3450005,5500005,2070015,7100005,5170010,5681200,6262410,4041265 11000000 0,0,0,0,0,0,0
15 3450005,5500005,2070015,7100005,5170010,5681200,6262410,4041265 11000001 0,0,0,0,0,0,0
16 3450005,5500005,2070015,7100005,5170010,3740020,2641145 1100101 0,0,0,20,0,0,0
16 3450005,5500005,2070015,7100005,5170010,3740020,2641145,6810325 11001000 0,0,0,1,0,8,0
16 3450005,5500005,2070015,7100005,5170010,3740020,2641145,6810325 11001001 0,0,0,0,0,1,0
16 3450005,5500005,2070015,7100005,5170010,3740020,4340030,3140125 11001100 0,0,0,0,0,2,0
16 3450005,5500005,2070015,7100005,5170010,3740020,4340030,3140125 11001101 0,0,0,30,0,0,0
16 3450005,5500005,2070015,7100005,5170010,3740020,4340030,6310500 11001110 0,0,0,5,0,0,0
16 3450005,5500005,2070015,7100005,5170010,3740020,4340030,6310500 11001111 0,0,0,0,0,1,0
17 3450005,5500005,3200045,5160005,2880485,5720005,2020010,6032335 10101110 0,0,12,15,0,0,2
17 3450005,5500005,3200045,5160005,2880485,5720005,2020010,6032335 10101111 0,1,288,9,8,3,1
17 3450005,5500005,3200045,5160005,2880485,5720005,3700515,5980095 10101010 0,12,2015,46,0,5,5
17 3450005,5500005,3200045,5160005,2880485,5720005,3700515,5980095 10101011 1,7,211,2,0,0,22
18 3450005,5500005,3200045,5160005,2880485,4000010,7190020,4700080 10100011 1,0,12,0,57,4,11
18 3450005,5500005,3200045,5160005,2880485,5720005,2020010,4641195 10101100 0,0,5,13,24,0,5
18 3450005,5500005,3200045,5160005,2880485,5720005,2020010,4641195 10101101 0,0,37,24,5,0,0
19 3450005,5500005,3200045,5160005,2880485,4000010,4270455,1480070 10100100 0,0,1,0,6,0,10
19 3450005,5500005,3200045,5160005,2880485,4000010,4270455,1480070 10100101 10,0,7,0,3,0,11
19 3450005,5500005,3200045,5160005,2880485,4000010,4270455,5440075 10100110 13,2,296,14,1,0,2
19 3450005,5500005,3200045,5160005,2880485,4000010,4270455,5440075 10100111 0,0,4,20,0,0,0
19 3450005,5500005,3200045,5160005,2880485,4000010,7190020,4052395 10100000 0,0,0,2,0,0,0
19 3450005,5500005,3200045,5160005,2880485,4000010,7190020,4052395 10100001 0,0,0,0,0,0,0
19 3450005,5500005,3200045,5160005,2880485,4000010,7190020,4700080 10100010 19,0,6,2,14,0,69
20 3450005,5500005,3200045,5160005,6570225,3240005,4040020,2931405 10110001 0,0,24,1158,4,6,0
20 3450005,5500005,3200045,5160005,6570225,3240005,4140340,3520020 10110110 0,1,5,60,4,7,0
20 3450005,5500005,3200045,5160005,6570225,3240005,4140340,3520020 10110111 21,0,67,30,0,18,0
20 3450005,5500005,3200045,5160005,6570225,3240005,4140340,4942515 10110100 2,0,15,0,0,0,0
20 3450005,5500005,3200045,5160005,6570225,3240005,4140340,4942515 10110101 128,0,2,1,0,0,0
21 3450005,5500005,3200045,5160005,6570225,3240005,4040020,2621510 10110010 4,0,4,15,0,1,0
21 3450005,5500005,3200045,5160005,6570225,3240005,4040020,2621510 10110011 5,1,22,130,0,4,1
21 3450005,5500005,3200045,5160005,6570225,3240005,4040020,2931405 10110000 0,0,0,9,0,0,0
22 3450005,5500005,3200045,5160005,2880485,5720005,3700515,6340825 10101000 9,0,0,0,0,2,0
22 3450005,5500005,3200045,5160005,2880485,5720005,3700515,6340825 10101001 2,0,6,0,0,1,20
23 3450005,5500005,3200045,6580005,2030045,3490395,4841150,3760765 10000001 3,0,0,9,0,2,0
23 3450005,5500005,3200045,6580005,2030045,3490395,4841150,4871340 10000010 0,0,1,11,0,1,0
23 3450005,5500005,3200045,6580005,2030045,3490395,4841150,4871340 10000011 0,0,0,476,0,11,0
24 3450005,5500005,3200045,6580005,2030045,3490395,4841150,3760765 10000000 0,0,3,6,0,0,0
25 3450005,5500005,3200045,5160005,6570225,5730065,3720010,4260020 10111111 0,3,26,79,2,8,2
26 3450005,5500005,3200045,5160005,6570225,5730065,3720010,4260020 10111110 6,0,15,0,55,0,4
27 3450005,5500005,3200045,5160005,6570225,5730065,3700175,3801430 10111010 0,7,75,142,0,2,1
27 3450005,5500005,3200045,5160005,6570225,5730065,3700175,3801430 10111011 5,17,289,28,0,7,3
27 3450005,5500005,3200045,5160005,6570225,5730065,3700175,4900105 10111000 0,0,3,0,0,1,31
27 3450005,5500005,3200045,5160005,6570225,5730065,3700175,4900105 10111001 105,0,3,2,0,1,9
27 3450005,5500005,3200045,5160005,6570225,5730065,3720010,1590015 10111100 0,0,3,0,42,0,0
27 3450005,5500005,3200045,5160005,6570225,5730065,3720010,1590015 10111101 4,0,4,3,100,2,0
28 3450005,5500005,3200045,6580005,2030045,3520145,2951010,5430205 10001110 50,0,3,0,0,3,23
28 3450005,5500005,3200045,6580005,2030045,3520145,2951010,5430205 10001111 26,9,4,28,0,182,2
28 3450005,5500005,3200045,6580005,2030045,3520145,4330715,2900035 10001010 9,0,0,82,0,115,5
28 3450005,5500005,3200045,6580005,2030045,3520145,4330715,2900035 10001011 11,7,0,400,4,39,9
28 3450005,5500005,3200045,6580005,2030045,3520145,4330715,2941570 10001000 0,31,3,94,1,3,5
28 3450005,5500005,3200045,6580005,2030045,3520145,4330715,2941570 10001001 0,0,2,82,5,36,7
29 3450005,5500005,3200045,6580005,2030045,3490395,7150025,6531965 10000101 0,0,0,0,0,0,0
29 3450005,5500005,3200045,6580005,2030045,3520145,2951010,4381995 10001100 5,0,0,35,3,2,4
29 3450005,5500005,3200045,6580005,2030045,3520145,2951010,4381995 10001101 19,11,7,92,0,35,10
30 3450005,5500005,3200045,6580005,2030045,3490395,7150025,1800305 10000110 4,0,0,7,0,3,0
30 3450005,5500005,3200045,6580005,2030045,3490395,7150025,1800305 10000111 3,0,0,3,0,0,0
30 3450005,5500005,3200045,6580005,2030045,3490395,7150025,6531965 10000100 0,0,0,1,0,0,0
31 3450005,5500005,3200045,6580005,5660075,4852035,3260005,3501100 10010100 1,0,0,104,1,14,0
31 3450005,5500005,3200045,6580005,5660075,4852035,3260005,3501100 10010101 7,0,22,6,0,11,1
31 3450005,5500005,3200045,6580005,5660075,4852035,4021520,4350430 10010000 0,0,11,2,0,1,36
31 3450005,5500005,3200045,6580005,5660075,4852035,4021520,4350430 10010001 42,0,17,0,5,0,5
32 3450005,5500005,3200045,6580005,5660075,2430540,5140055,5150090 10011111 2,64,7,98,9,33,42
32 3450005,5500005,3200045,6580005,5660075,4852035,3260005,3201105 10010110 8,0,1,18,1,108,8
32 3450005,5500005,3200045,6580005,5660075,4852035,3260005,3201105 10010111 3,0,9,13,0,1,2
33 3450005,5500005,3200045,6580005,5660075,2430540,2570040,4850030 10011010 17,0,29,8,16,22,9
33 3450005,5500005,3200045,6580005,5660075,2430540,2570040,4850030 10011011 4,0,5,34,2,4,0
33 3450005,5500005,3200045,6580005,5660075,2430540,2570040,5980060 10011000 2,0,0,3,0,0,2
33 3450005,5500005,3200045,6580005,5660075,2430540,2570040,5980060 10011001 0,0,0,0,0,0,0
33 3450005,5500005,3200045,6580005,5660075,2430540,5140055,2961875 10011100 3,1,39,19,7,7,32
33 3450005,5500005,3200045,6580005,5660075,2430540,5140055,2961875 10011101 15,4,73,4,21,12,1245
33 3450005,5500005,3200045,6580005,5660075,2430540,5140055,5150090 10011110 1,0,3,3,4,4,109
34 3450005,5670005,2130005,1530005,3770005,4610935,2890065,4402285 01000000 7,0,0,1,6,18,17
34 3450005,5670005,2130005,1530005,3770005,4610935,2890065,4402285 01000001 4,2,6,15,18,31,4
34 3450005,5670005,2130005,1530005,3770005,4610935,3182215,2890020 01000110 8,0,2,20,2,143,7
34 3450005,5670005,2130005,1530005,3770005,4610935,3182215,2890020 01000111 8,0,4,399,2,36,4
35 3450005,5670005,2130005,1530005,3770005,4610935,2890065,3440875 01000010 2,0,2,2,2,0,0
35 3450005,5670005,2130005,1530005,3770005,4610935,2890065,3440875 01000011 0,0,4,25,10,9,28
36 3450005,5500005,3200045,6580005,5660075,4852035,4021520,6012380 10010010 0,0,9,8,0,5,1
36 3450005,5500005,3200045,6580005,5660075,4852035,4021520,6012380 10010011 0,0,88,4,0,1,0
37 3450005,5670005,2130005,1530005,3770005,4910010,4350615,5710715 01001101 0,0,0,2,5,22,0
37 3450005,5670005,2130005,1530005,3770005,4910010,4860805,2970230 01001000 34,0,6,0,84,1,1
37 3450005,5670005,2130005,1530005,3770005,4910010,4860805,2970230 01001001 6,0,6,0,7,9,43
37 3450005,5670005,2130005,1530005,3770005,4910010,4860805,6581100 01001010 8,2,10,2,12,46,0
37 3450005,5670005,2130005,1530005,3770005,4910010,4860805,6581100 01001011 0,0,41,4,12,10,2
38 3450005,5670005,2130005,1530005,3770005,4910010,4350615,3221405 01001110 7,0,0,10,0,13,0
38 3450005,5670005,2130005,1530005,3770005,4910010,4350615,3221405 01001111 544,0,2,0,0,1,4
38 3450005,5670005,2130005,1530005,3770005,4910010,4350615,5710715 01001100 0,0,0,0,0,0,15
39 3450005,5670005,2130005,1530005,3770005,4610935,3182215,2970425 01000100 21,0,3,31,12,23,0
39 3450005,5670005,2130005,1530005,3770005,4610935,3182215,2970425 01000101 13,0,0,34,1,206,31
40 3450005,5670005,2130005,1530005,4050025,1560005,3820045,1820035 01010100 4,0,0,45,50,62,0
40 3450005,5670005,2130005,1530005,4050025,1560005,3820045,1820035 01010101 5,0,4,4,716,23,0
40 3450005,5670005,2130005,1530005,4050025,1560005,3820045,3510040 01010110 3,7,7,24,138,57,9
40 3450005,5670005,2130005,1530005,4050025,1560005,3820045,3510040 01010111 1,0,1,8,17,312,4
40 3450005,5670005,2130005,1530005,4050025,1560005,6550015,2600030 01011010 8,0,1,0,108,3,2
40 3450005,5670005,2130005,1530005,4050025,1560005,6550015,2600030 01011011 7,0,2,0,126,1,65
40 3450005,5670005,2130005,1530005,4050025,1560005,6550015,4900045 01011000 2,5,4,1,11,26,2
40 3450005,5670005,2130005,1530005,4050025,1560005,6550015,4900045 01011001 74,0,2,2,0,31,3
41 3450005,5670005,2130005,1530005,4050025,1560005,1820005,4910095 01010000 3,4,5,1,62,54,41
41 3450005,5670005,2130005,1530005,4050025,1560005,1820005,4910095 01010001 5,0,0,13,1,110,61
41 3450005,5670005,2130005,1530005,4050025,1560005,1820005,6000110 01010010 0,3,2,1,24,6,9
41 3450005,5670005,2130005,1530005,4050025,1560005,1820005,6000110 01010011 0,0,4,1,209,2,3
41 3450005,5670005,2130005,1530005,4050025,1560005,1870005,2390025 01011100 12,1,1,5,34,144,3
41 3450005,5670005,2130005,1530005,4050025,1560005,1870005,2390025 01011101 0,0,0,0,281,10,0
41 3450005,5670005,2130005,1530005,4050025,1560005,1870005,4850005 01011110 27,0,2,1,78,41,0
41 3450005,5670005,2130005,1530005,4050025,1560005,1870005,4850005 01011111 5,5,1,4,37,46,0
42 3450005,5670005,2130005,2440015,2400055,4630010,1290190,6241990 01101100 0,0,0,12,0,0,0
42 3450005,5670005,2130005,2440015,2400055,4630010,1290190,6241990 01101101 46,0,0,1,0,0,3
42 3450005,5670005,2130005,2440015,2400055,4630010,4000165,2670060 01101010 0,0,0,0,2,2,0
42 3450005,5670005,2130005,2440015,2400055,4630010,4000165,2670060 01101011 0,1,6,0,109,2,15
43 3450005,5670005,2130005,2440015,2400055,4320020,5110020,3012495 01100101 1,0,0,0,10,4,1
43 3450005,5670005,2130005,2440015,2400055,4630010,1290190,4040145 01101110 0,0,0,2,82,4,16
43 3450005,5670005,2130005,2440015,2400055,4630010,1290190,4040145 01101111 6,0,0,0,25,12,1
44 3450005,5670005,2130005,2440015,2400055,4320020,2420220,2470135 01100000 0,0,0,0,0,74,0
44 3450005,5670005,2130005,2440015,2400055,4320020,2420220,2470135 01100001 0,0,0,0,8,4,2
44 3450005,5670005,2130005,2440015,2400055,4320020,2420220,6600135 01100010 0,0,0,0,3,0,0
44 3450005,5670005,2130005,2440015,2400055,4320020,2420220,6600135 01100011 0,0,0,0,29,0,0
44 3450005,5670005,2130005,2440015,2400055,4320020,5110020,2650960 01100110 0,0,1,0,1,6,0
44 3450005,5670005,2130005,2440015,2400055,4320020,5110020,2650960 01100111 0,0,0,1,0,7,1
44 3450005,5670005,2130005,2440015,2400055,4320020,5110020,3012495 01100100 7,0,0,0,0,0,0
45 3450005,5670005,2130005,2440015,5140580,4610010,1540040,4050015 01111111 7,0,0,20,4,11,16
45 3450005,5670005,2130005,2440015,5140580,4610010,2950010,4890760 01111000 0,7,8,4,48,9,8
45 3450005,5670005,2130005,2440015,5140580,4610010,2950010,4890760 01111001 0,8,0,9,46,15,0
45 3450005,5670005,2130005,2440015,5140580,4610010,2950010,5680125 01111010 0,0,0,0,0,2,47
45 3450005,5670005,2130005,2440015,5140580,4610010,2950010,5680125 01111011 0,0,7,4,330,36,32
46 3450005,5670005,2130005,2440015,5140580,4610010,1540040,2340050 01111100 7,1,0,28,9,184,17
46 3450005,5670005,2130005,2440015,5140580,4610010,1540040,2340050 01111101 0,12,1,64,9,22,12
46 3450005,5670005,2130005,2440015,5140580,4610010,1540040,4050015 01111110 0,0,1,52,89,15,1
47 3450005,5670005,2130005,2440015,2400055,4630010,4000165,7370010 01101000 0,0,0,0,4,0,0
47 3450005,5670005,2130005,2440015,2400055,4630010,4000165,7370010 01101001 0,0,1,1,1745,7,38
48 3450005,5670005,4080005,2440005,3990015,1010170,2641350,2700080 00110110 66,0,1,5,3,13,7
48 3450005,5670005,4080005,2440005,3990015,1010170,2641350,2700080 00110111 26,0,2,7,2,73,12
49 3450005,5670005,2130005,2440015,5140580,5740200,4280145,6580115 01110111 0,0,9,0,2,5,24
50 3450005,5670005,2130005,2440015,5140580,5740200,4280145,1570020 01110101 11,0,7,1,48,4,21
50 3450005,5670005,2130005,2440015,5140580,5740200,4280145,6580115 01110110 3,0,0,5,0,16,0
51 3450005,5670005,2130005,2440015,5140580,5740200,2410045,2701295 01110010 3,0,1,0,8,4,18
51 3450005,5670005,2130005,2440015,5140580,5740200,2410045,2701295 01110011 6,2,6,5,46,24,2041
51 3450005,5670005,2130005,2440015,5140580,5740200,2410045,5171830 01110000 1,0,0,0,1,0,6
51 3450005,5670005,2130005,2440015,5140580,5740200,2410045,5171830 01110001 26,0,0,2,1,0,4
51 3450005,5670005,2130005,2440015,5140580,5740200,4280145,1570020 01110100 0,0,0,0,0,2,21
52 3450005,5670005,4080005,2440005,3990015,5130585,2430005,3460225 00111001 0,0,5,0,0,0,0
52 3450005,5670005,4080005,2440005,3990015,5130585,2430005,4020945 00111010 8,0,0,1,1,6,39
52 3450005,5670005,4080005,2440005,3990015,5130585,2430005,4020945 00111011 1,0,6,21,0,23,2
52 3450005,5670005,4080005,2440005,3990015,5130585,2952040,4110010 00111100 0,0,2,58,0,17,0
52 3450005,5670005,4080005,2440005,3990015,5130585,2952040,4110010 00111101 0,0,0,4,0,22,0
52 3450005,5670005,4080005,2440005,3990015,5130585,2952040,4891615 00111110 0,0,0,0,0,9,8
52 3450005,5670005,4080005,2440005,3990015,5130585,2952040,4891615 00111111 10,1,3,16,0,131,1
53 3450005,5670005,4080005,2440005,3990015,1010170,4840180,5472535 00110011 0,0,1,1,0,1,0
53 3450005,5670005,4080005,2440005,3990015,5130585,2430005,3460225 00111000 40,0,0,3,0,0,0
54 3450005,5670005,4080005,2440005,3990015,1010170,4840180,2400070 00110001 0,0,0,0,0,0,32
54 3450005,5670005,4080005,2440005,3990015,1010170,4840180,5472535 00110010 0,0,0,0,0,0,2
55 3450005,5670005,4080005,2440005,3990015,1010170,2641350,4270175 00110100 248,0,4,0,2,13,17
55 3450005,5670005,4080005,2440005,3990015,1010170,2641350,4270175 00110101 3,0,0,2,0,12,0
55 3450005,5670005,4080005,2440005,3990015,1010170,4840180,2400070 00110000 4,0,0,0,0,0,13
56 3450005,5670005,4080005,2440005,5240015,3570020,1251335,4912400 00101010 48,0,4,0,4,0,0
56 3450005,5670005,4080005,2440005,5240015,3570020,1251335,4912400 00101011 467,0,2,0,2,4,1
56 3450005,5670005,4080005,2440005,5240015,3570020,4620105,1301490 00101100 0,0,0,0,0,1,0
56 3450005,5670005,4080005,2440005,5240015,3570020,4620105,1301490 00101101 0,0,0,2,2,260,0
57 3450005,5670005,4080005,2440005,5240015,3522515,4270005,4880170 00100111 106,0,1,6,0,11,0
57 3450005,5670005,4080005,2440005,5240015,3570020,1251335,4550065 00101000 17,0,5,0,0,0,1
57 3450005,5670005,4080005,2440005,5240015,3570020,1251335,4550065 00101001 0,0,5,8,0,0,0
58 3450005,5670005,4080005,2440005,5240015,3522515,2700285,2870065 00100000 9,0,0,1,0,1,0
58 3450005,5670005,4080005,2440005,5240015,3522515,2700285,2870065 00100001 1,0,5,30,0,1,1
58 3450005,5670005,4080005,2440005,5240015,3522515,2700285,3591265 00100010 1,0,0,0,0,0,0
58 3450005,5670005,4080005,2440005,5240015,3522515,2700285,3591265 00100011 0,0,0,0,0,13,0
58 3450005,5670005,4080005,2440005,5240015,3522515,4270005,4130025 00100100 2464,0,6,1,7,0,2
58 3450005,5670005,4080005,2440005,5240015,3522515,4270005,4130025 00100101 163,0,5,0,11,4,11
58 3450005,5670005,4080005,2440005,5240015,3522515,4270005,4880170 00100110 1,0,11,7,0,6,0
59 3450005,5670005,4080005,4830465,1010035,0980005,2340015,4042535 00001001 0,0,0,0,0,0,129
59 3450005,5670005,4080005,4830465,1010035,0980005,6580130,2150835 00001110 72,0,62,6,32,60,36
59 3450005,5670005,4080005,4830465,1010035,0980005,6580130,2150835 00001111 10,0,25,5,17,33,119
59 3450005,5670005,4080005,4830465,1010035,0980005,6580130,4560265 00001100 93,0,9,17,26,64,14
59 3450005,5670005,4080005,4830465,1010035,0980005,6580130,4560265 00001101 4,0,2,32,0,65,0
60 3450005,5670005,4080005,4830465,1010035,0980005,2340015,0970460 00001010 0,0,7,6,0,0,0
60 3450005,5670005,4080005,4830465,1010035,0980005,2340015,0970460 00001011 0,0,0,0,1,0,6
60 3450005,5670005,4080005,4830465,1010035,0980005,2340015,4042535 00001000 0,0,2,0,0,0,0
61 3450005,5670005,4080005,2440005,5240015,3570020,4620105,5921045 00101110 0,0,0,11,0,0,0
61 3450005,5670005,4080005,2440005,5240015,3570020,4620105,5921045 00101111 102,0,2,12,2,47,0
62 3450005,5670005,4080005,4830465,2971565,1550675,3540230,1750015 00010111 0,2,0,4,0,91,0
62 3450005,5670005,4080005,4830465,2971565,1550675,3540230,4410270 00010100 0,0,0,20,0,0,0
62 3450005,5670005,4080005,4830465,2971565,1550675,3540230,4410270 00010101 0,1,7,8,1,5,0
63 3450005,5670005,4080005,4830465,2971565,1550675,3540230,1750015 00010110 0,0,0,6,0,1,0
64 3450005,5670005,4080005,4830465,1010035,2961575,6300265,4292535 00000011 0,0,10,0,0,0,0
65 3450005,5670005,4080005,4830465,1010035,2961575,6300265,4292535 00000010 0,0,0,0,2,0,0
66 3450005,5670005,4080005,4830465,1010035,2961575,2142115,4882440 00000100 2,0,1,0,0,0,17
66 3450005,5670005,4080005,4830465,1010035,2961575,2142115,4882440 00000101 10,0,11,0,1,1,0
66 3450005,5670005,4080005,4830465,1010035,2961575,2142115,6230845 00000110 0,0,5,0,0,0,7
66 3450005,5670005,4080005,4830465,1010035,2961575,2142115,6230845 00000111 0,0,1,0,0,2,447
66 3450005,5670005,4080005,4830465,1010035,2961575,6300265,2640820 00000000 3,0,0,0,3,0,2
66 3450005,5670005,4080005,4830465,1010035,2961575,6300265,2640820 00000001 0,0,0,6,0,2,0
67 3450005,5670005,4080005,4830465,2971565,3820355,2160095,4660010 00011100 0,0,1,2,0,340,0
67 3450005,5670005,4080005,4830465,2971565,3820355,2160095,4660010 00011101 0,0,0,3,1,71,0
67 3450005,5670005,4080005,4830465,2971565,3820355,4970430,2951630 00011000 0,0,1,54,1,3,2
67 3450005,5670005,4080005,4830465,2971565,3820355,4970430,2951630 00011001 0,0,13,22,0,173,24
67 3450005,5670005,4080005,4830465,2971565,3820355,4970430,4960010 00011010 2,0,17,36,2,106,13
67 3450005,5670005,4080005,4830465,2971565,3820355,4970430,4960010 00011011 6,0,28,19,18,87,7
68 3450005,5670005,4080005,4830465,2971565,1550675,5150515,4581990 00010011 1,0,5,334,0,1,0
68 3450005,5670005,4080005,4830465,2971565,3820355,2160095,2350185 00011110 0,3,0,2,0,74,0
68 3450005,5670005,4080005,4830465,2971565,3820355,2160095,2350185 00011111 0,1,2,27,0,28,12
69 3450005,5670005,4080005,4830465,2971565,1550675,5150515,2910380 00010000 0,0,11,0,0,3,0
69 3450005,5670005,4080005,4830465,2971565,1550675,5150515,2910380 00010001 0,0,11,17,0,0,0
69 3450005,5670005,4080005,4830465,2971565,1550675,5150515,4581990 00010010 2,0,4,7,0,1,0
70 4060005,4000025,4020005,3231615,4650005,3770575,4600655,5451840 01100000 0,147,67,9,0,2,8
70 4060005,4000025,4020005,3231615,4650005,3770575,4600655,5451840 01100001 2,16,43,94,0,0,4
70 4060005,4000025,4020005,3231615,4650005,3770575,5130405,2962295 01100110 0,8,17,27,3,0,0
70 4060005,4000025,4020005,3231615,4650005,3770575,5130405,2962295 01100111 0,12,15,14,0,2,0
71 4060005,4000025,4020005,3231615,4650005,1750005,5132175,1900030 01101101 1,42,167,12,0,8,2
71 4060005,4000025,4020005,3231615,4650005,3770575,4600655,4940190 01100010 0,5,0,578,0,24,0
71 4060005,4000025,4020005,3231615,4650005,3770575,4600655,4940190 01100011 0,78,1,116,1,7,0
72 4060005,4000025,4020005,3231615,4650005,1750005,3820930,3710255 01101000 0,0,0,0,0,0,0
72 4060005,4000025,4020005,3231615,4650005,1750005,3820930,3710255 01101001 0,0,6,53,0,0,0
72 4060005,4000025,4020005,3231615,4650005,1750005,3820930,4600630 01101010 0,6,195,5,0,0,4
72 4060005,4000025,4020005,3231615,4650005,1750005,3820930,4600630 01101011 0,5,23,18,2,2,1
72 4060005,4000025,4020005,3231615,4650005,1750005,5132175,1510140 01101110 0,137,144,59,2,0,4
72 4060005,4000025,4020005,3231615,4650005,1750005,5132175,1510140 01101111 1,4885,60,72,14,31,6
72 4060005,4000025,4020005,3231615,4650005,1750005,5132175,1900030 01101100 0,71,1,0,0,3,0
73 4060005,4000025,4020005,3231615,5140035,1830195,5960005,4080005 01111011 0,369,3,34,0,33,1
